,cycle_id,start_weight,last_weight,average_weight,average_adg,fasting,pond_id,measured_date,morning_temperature,evening_temperature,morning_do,evening_do,morning_salinity,morning_pH,transparency,long_cycle,total_seed,area,size,weight,num_of_harvest
14,4309.0,12.8,25.0,19.36,0.479,True,12686.0,2023-01-09 12:25:06.976744192,28.0,30.0,4.97,5.64,23.0,7.9,38.0,84,170000.0,600.0,76.0,1135.0,2.0
15,4442.0,8.8,15.47,12.792,0.199,True,15091.0,2023-01-09 12:25:06.976744192,28.0,30.0,4.97,5.64,23.0,7.9,38.0,99,98544.0,2500.0,57.0,1445.0,1.0
16,4446.0,6.8,12.0,9.268,0.166,True,11712.0,2023-01-09 12:25:06.976744192,28.0,30.0,4.97,5.64,23.0,7.9,38.0,103,100000.0,2000.0,68.0,1118.5,1.0
17,4514.0,6.25,6.25,6.25,0.175,True,12222.0,2023-01-09 12:25:06.976744192,28.0,30.0,4.97,5.64,23.0,7.8999999999999995,38.0,52,108000.0,625.0,182.0,300.0,2.0
18,4515.0,5.0,5.0,5.0,0.111,True,14370.0,2023-01-09 12:25:06.976744192,28.0,30.0,4.97,5.64,23.0,7.8999999999999995,38.0,50,180000.0,1000.0,200.0,382.5,2.0
19,4551.0,3.4,4.67,4.035,0.204,True,12685.0,2023-01-09 12:25:06.976744192,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,44,115200.0,800.0,214.0,305.0,1.0
20,4750.0,6.6,17.6,11.73,0.282,False,15563.0,2020-08-05 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,91,43200.0,400.0,71.5,330.1,2.0
21,4751.0,6.36,16.7,11.57,0.289,True,15564.0,2020-08-06 03:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,91,43200.0,400.0,69.0,332.4,2.0
22,4887.0,8.5,8.5,8.5,0.282,True,12688.0,2020-07-27 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,67,62000.0,245.0,90.0,850.0,1.0
23,4938.0,3.0,5.3,4.15,0.209,True,9603.0,2020-07-28 04:48:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,54,75000.0,404.0,160.0,334.0,1.0
24,4946.0,5.7,10.5,8.025,0.276,True,12751.0,2020-08-07 00:55:23.076923136,28.0,30.0,4.97,5.64,23.0,7.9,38.0,59,200000.0,4300.0,93.0,1261.0,1.0
25,5222.0,1.5,34.0,17.967,0.27,False,16224.0,2020-08-27 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,137,251376.0,1600.0,52.2,744.914,5.0
26,5223.0,1.4,28.4,15.968,0.283,False,13378.0,2020-08-27 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,140,372000.0,2400.0,56.285714285714285,850.26,7.0
27,5253.0,4.0,21.5,12.665,0.306,True,14341.0,2020-08-20 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,97,124800.0,1323.0,65.88888888888889,271.27777777777777,9.0
28,5258.0,4.1,22.5,13.184,0.34,True,14336.0,2020-08-16 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,95,78000.0,588.0,64.0,188.89555555555555,9.0
29,5435.0,3.68,9.47,6.51,0.362,True,16048.0,2020-09-10 02:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,57,351750.0,1385.0,123.0,620.87,2.0
30,5437.0,4.28,6.9,5.59,0.323,True,16050.0,2020-09-09 08:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,55,393750.0,1938.0,111.5,769.38,2.0
31,5438.0,3.46,9.69,6.683,0.373,True,16051.0,2020-09-10 10:43:24.255319040,28.0,30.0,4.97,5.64,23.0,7.9,38.0,56,420000.0,2095.0,125.5,1320.38,2.0
32,5439.0,4.04,10.45,7.023,0.384,True,16052.0,2020-09-10 10:43:24.255319040,28.0,30.0,4.97,5.64,23.0,7.9,38.0,56,221250.0,1096.0,104.0,834.71,2.0
33,5441.0,4.14,6.57,5.355,0.299,True,16054.0,2020-09-09 08:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,55,442500.0,2199.0,118.0,1088.815,2.0
34,5442.0,3.61,9.19,6.297,0.35,True,16055.0,2020-09-10 10:43:24.255319040,28.0,30.0,4.97,5.64,23.0,7.9,38.0,56,392000.0,1960.0,114.5,1523.705,2.0
35,5487.0,3.5,18.9,10.746,0.373,True,14334.0,2020-08-19 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,89,338000.0,2700.0,63.833333333333336,376.42333333333335,12.0
36,5677.0,8.84,24.3,17.597,0.463,True,12686.0,2020-10-19 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,81,150000.0,600.0,57.0,756.5,2.0
37,5731.0,4.9,13.22,8.22,0.19,True,16777.0,2020-10-21 21:10:35.294117632,28.0,30.0,4.97,5.64,23.0,7.9,38.0,81,100000.0,1000.0,97.0,457.5,2.0
38,5902.0,4.66,33.33,17.937,0.334,False,17014.0,2020-12-25 15:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,121,70170.0,800.0,53.0,268.212,5.0
39,5903.0,5.29,31.86,17.615,0.343,False,17015.0,2020-12-26 04:17:54.626865664,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,121,70170.0,800.0,49.6,291.54,5.0
40,5918.0,3.82,35.06,17.758,0.359,True,17028.0,2021-01-14 16:51:53.513513472,28.0,30.0,4.97,5.64,23.0,7.9,38.0,127,77000.0,800.0,46.166666666666664,317.89,6.0
41,5919.0,3.7,35.27,19.068,0.365,True,17029.0,2021-01-15 01:16:48.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,127,77000.0,800.0,35.0,268.99,4.0
42,5920.0,4.35,26.7,14.914,0.313,True,17030.0,2020-12-02 23:21:04.864864768,28.0,30.0,4.97,5.64,23.0,7.9,38.0,108,76800.0,800.0,48.5,225.0,4.0
43,5921.0,4.4,26.0,14.937,0.304,True,17031.0,2020-12-03 04:48:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,108,76800.0,800.0,48.5,269.425,4.0
44,6126.0,5.3,9.0,17.555,0.386,True,34637.5,2020-11-30 09:55:51.724137984,28.0,30.0,4.97,5.64,23.0,7.9,38.0,111,200000.0,973.0,38.0,500.28,2.0
45,6319.0,5.3,19.2,11.762,0.313,True,34637.5,2020-12-01 08:35:33.333333248,28.0,30.0,4.97,5.64,23.0,7.8999999999999995,38.0,95,122000.0,1064.0,75.5,327.15250000000003,4.0
46,6627.0,4.0,5.09,4.545,0.109,True,16476.0,2020-12-03 21:10:35.294117632,28.0,30.0,4.97,5.64,23.0,7.9,38.0,49,200000.0,810.0,185.0,216.5,2.0
47,6628.0,3.78,5.7,4.74,0.236,True,16472.0,2020-12-05 02:40:00.000000000,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,55,200000.0,810.0,152.0,379.3333333333333,3.0
48,6952.0,5.7,5.3,5.5,0.07,True,12688.0,2021-01-06 22:17:08.571428608,28.0,30.0,4.97,5.64,23.0,7.9,38.0,66,60000.0,216.0,120.0,600.0,1.0
49,7156.0,3.3,3.3,3.3,0.083,True,12221.0,2021-01-17 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,48,400000.0,650.0,303.0,851.0,1.0
50,7273.0,9.0,16.0,12.75,0.201,True,19168.0,2021-01-20 20:34:17.142857216,28.0,30.0,4.97,5.64,23.0,7.9,38.0,94,75000.0,300.0,70.0,305.945,2.0
51,7276.0,9.0,16.0,12.75,0.201,True,19171.0,2020-12-28 09:36:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,94,75000.0,300.0,64.0,320.45,2.0
52,7277.0,9.0,16.0,12.75,0.201,True,19172.0,2020-12-27 16:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,84,75000.0,300.0,60.5,279.25,2.0
53,7289.0,9.0,16.0,12.75,0.201,True,19190.0,2020-12-28 09:36:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,84,75000.0,200.0,65.5,216.0,2.0
54,7293.0,9.0,16.0,12.75,0.201,True,19198.0,2020-12-28 09:36:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,84,75000.0,200.0,60.0,399.75,2.0
55,7303.0,9.0,16.0,12.75,0.201,True,19206.0,2020-12-29 06:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,84,75000.0,300.0,66.0,331.0,2.0
56,7605.0,4.6,10.63,8.433,0.126,True,19580.0,2021-04-29 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,119,524394.0,1000.0,111.42857142857143,351.89142857142855,7.0
57,7606.0,4.67,13.88,9.786,0.185,True,19582.0,2021-05-02 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,107,756750.0,1000.0,63.0,1067.255,2.0
58,7615.0,4.02,10.58,8.065,0.204,True,19188.0,2021-03-11 01:00:00.000000000,28.62888888888889,30.20111111111111,5.4245833333333335,5.64,20.279444444444444,8.166666666666666,38.0,76,374040.0,3117.0,83.5,1638.95,2.0
59,7616.0,3.76,9.28,7.498,0.149,True,19189.0,2021-03-10 23:39:43.098591488,28.619295774647888,30.08042253521127,4.97,5.64,19.055774647887326,8.147887323943662,38.0,77,401280.0,3344.0,87.5,1730.125,2.0
60,7617.0,3.23,7.63,5.828,0.145,True,19187.0,2021-02-20 13:30:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,77,424080.0,3534.0,87.0,2898.7,1.0
61,7622.0,3.33,17.36,10.561,0.272,True,16052.0,2021-02-09 21:25:42.857142784,28.0,30.0,4.97,5.64,23.0,7.9,38.0,94,138321.0,1096.0,72.66666666666667,513.5666666666667,3.0
62,7876.0,2.94,20.97,11.431,0.28,True,16691.0,2021-03-26 08:29:44.070796544,28.0,30.0,4.97,5.64,23.0,7.9,38.0,103,257040.0,1000.0,88.875,333.3225,8.0
63,7897.0,4.08,5.0,4.54,0.087,True,19381.0,2021-02-22 02:49:24.705882368,28.0,30.0,4.97,5.64,23.0,7.9,38.0,54,100000.0,725.0,231.66666666666666,148.33333333333334,3.0
64,7991.0,5.16,21.87,13.611,0.408,True,18386.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,81,320855.0,2000.0,62.333333333333336,3033.11,3.0
65,7992.0,5.26,22.27,14.044,0.406,True,18387.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,84,400642.0,2500.0,58.0,4312.669999999999,3.0
66,7993.0,5.94,22.1,13.0,0.464,True,18388.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,84,402985.0,2500.0,52.0,5851.589999999999,2.0
67,7995.0,3.72,18.88,11.439,0.379,True,18395.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,77,13664.0,80.0,59.0,242.82,1.0
68,7996.0,4.1,22.34,12.899,0.436,True,18396.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,77,11956.0,1000.0,51.0,235.23,1.0
69,7997.0,5.21,17.25,10.065,0.409,True,18397.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,52,56364.0,1000.0,91.0,283.52500000000003,2.0
70,7998.0,5.38,23.36,14.79,0.442,True,18398.0,2021-02-18 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,77,23912.0,1000.0,47.0,475.49,1.0
71,7999.0,5.14,23.88,14.596,0.453,True,18399.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,77,23912.0,1000.0,47.0,610.85,1.0
72,8000.0,4.25,22.7,12.741,0.442,True,18390.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,83,401809.0,2500.0,66.0,3106.396666666667,3.0
73,8004.0,5.66,21.62,14.453,0.386,True,18348.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,81,767750.0,4260.0,60.333333333333336,6011.349999999999,3.0
74,8005.0,6.02,17.25,11.873,0.386,True,18349.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,70,662300.0,3680.0,59.2,2266.5620000000004,5.0
75,8006.0,6.06,21.68,15.21,0.358,True,18350.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,80,277500.0,1540.0,57.333333333333336,2230.3033333333333,3.0
76,8007.0,5.76,24.39,14.924,0.446,True,18351.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,83,655830.0,3640.0,52.333333333333336,4969.166666666667,3.0
77,8008.0,6.19,18.98,13.074,0.315,True,18352.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,82,614250.0,3410.0,68.33333333333333,3621.786666666667,3.0
78,8010.0,6.29,25.42,15.38,0.467,True,18354.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,84,483840.0,2680.0,56.666666666666664,3970.146666666667,3.0
79,8011.0,6.87,26.6,16.426,0.479,True,18355.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,82,469900.0,2600.0,51.5,5878.280000000001,2.0
80,8012.0,5.34,23.38,14.434,0.414,True,18356.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,80,210900.0,1170.0,55.5,2590.2850000000003,2.0
81,8013.0,4.81,27.05,15.159,0.513,True,18357.0,2021-02-14 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,83,320050.0,1780.0,57.666666666666664,1916.2933333333333,3.0
82,8014.0,6.26,25.05,15.952,0.474,True,18394.0,2021-02-18 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,81,90720.0,1000.0,53.0,1297.8999999999999,2.0
83,8092.0,3.6,3.6,3.6,0.15,True,19378.0,2021-03-09 04:03:41.538461440,28.0,30.0,4.97,5.64,23.0,7.9,38.0,70,120000.0,1000.0,187.5,132.5,2.0
84,8259.0,5.03,10.39,8.656,0.122,True,20257.0,2021-04-09 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,108,597864.0,2500.0,136.5,1078.165,4.0
85,8265.0,5.13,7.93,7.61,0.101,True,20322.0,2021-04-09 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,109,681750.0,2500.0,130.5,553.6183333333333,6.0
86,8266.0,11.9,13.51,13.028,0.106,True,20323.0,2021-05-02 12:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,113,496200.0,2500.0,90.33333333333333,311.435,6.0
87,8292.0,5.2,7.0,6.1,0.396,True,16476.0,2021-03-10 10:30:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,43,100000.0,810.0,137.0,750.0,1.0
88,8293.0,4.5,5.4,4.95,0.282,True,16472.0,2021-03-14 19:12:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,43,100000.0,810.0,137.0,175.0,1.0
89,8475.0,5.9,6.67,6.285,0.207,True,20894.0,2021-03-21 04:48:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,49,60000.0,1500.0,161.25,173.75,4.0
90,8578.0,4.0,6.25,5.125,0.238,True,19372.0,2021-03-29 20:04:53.877551104,28.0,30.0,4.97,5.639999999999999,23.0,7.9,38.0,57,250000.0,2000.0,219.0,147.2,5.0
91,8716.0,4.54,4.54,4.54,0.12,True,17589.0,2021-04-08 23:01:13.469387776,28.0,30.0,4.97,5.639999999999999,23.0,7.9,38.0,57,120000.0,625.0,245.0,275.0,2.0
92,8985.0,1.24,47.54,20.995,0.407,True,20888.0,2021-07-23 22:40:00.000000000,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,137,320000.0,2000.0,35.495,835.1033333333334,6.0
95,9090.0,3.56,18.54,11.145,0.216,False,21959.0,2021-06-01 12:00:00.000000000,28.09732142857143,29.271428571428572,4.97,5.374732142857143,25.642857142857142,7.903839285714286,38.22767857142857,114,312500.0,2500.0,79.336,514.9425,8.0
96,9091.0,3.46,20.83,11.518,0.221,True,21960.0,2021-06-01 12:00:00.000000000,28.07857142857143,29.208928571428572,4.97,5.399285714285715,26.428571428571427,7.897678571428571,39.986607142857146,113,312500.0,2500.0,76.563,489.4225,8.0
97,9093.0,3.2,18.6,10.778,0.196,True,21962.0,2021-06-01 12:00:00.000000000,28.050892857142856,28.948839285714286,5.427678571428571,5.292946428571428,26.5,7.893839285714286,39.473214285714285,113,312500.0,2500.0,81.62950000000001,523.9250000000001,8.0
98,9094.0,3.41,20.16,10.68,0.223,True,21963.0,2021-06-02 00:00:00.000000000,28.026126126126126,29.165945945945946,5.437477477477477,5.359459459459459,26.0,7.822522522522522,42.14414414414414,112,250000.0,1600.0,84.6815,368.8225,8.0
99,9095.0,3.66,20.71,11.081,0.223,True,21964.0,2021-06-02 00:00:00.000000000,28.0,29.157117117117117,4.97,5.463693693693694,26.576576576576578,7.854774774774775,40.11711711711712,113,312500.0,2500.0,81.02025,514.3975,8.0
100,9096.0,4.23,23.56,13.216,0.26,True,21965.0,2021-06-01 12:00:00.000000000,28.0,29.23428571428571,4.97,5.372767857142857,24.428571428571427,7.9070535714285715,36.486607142857146,113,312500.0,2500.0,68.49,500.51,8.0
101,9097.0,3.81,21.36,12.037,0.233,True,21966.0,2021-06-01 12:00:00.000000000,28.0,29.203125,5.446785714285714,5.374821428571429,25.446428571428573,7.893544642857143,37.82142857142857,114,312500.0,2500.0,74.049,495.1675,8.0
102,9098.0,3.02,18.34,10.283,0.209,True,21967.0,2021-06-01 12:00:00.000000000,28.05535714285714,29.21857142857143,4.97,5.365803571428572,28.553571428571427,7.869642857142857,37.464285714285715,114,312500.0,2500.0,89.0265,461.1375,8.0
103,9100.0,3.41,19.41,10.462,0.208,True,21969.0,2021-06-02 00:00:00.000000000,27.926126126126128,29.063423423423423,4.97,5.448648648648648,25.945945945945947,7.897387387387387,40.9054054054054,112,250000.0,2000.0,88.25325000000001,382.56624999999997,8.0
104,9101.0,3.54,20.84,11.14,0.231,True,21970.0,2021-06-02 00:00:00.000000000,28.01981981981982,30.0,5.45945945945946,5.64,26.82882882882883,7.869279279279279,40.5,113,312500.0,2500.0,80.7085,469.12125000000003,8.0
105,9102.0,5.55,22.75,13.199,0.295,True,21971.0,2021-06-01 12:00:00.000000000,27.845535714285713,30.0,5.462053571428571,5.390178571428572,25.741071428571427,7.727857142857142,35.49107142857143,112,180000.0,1600.0,65.6095,434.17,8.0
106,9103.0,4.82,21.27,12.691,0.282,True,21972.0,2021-06-01 12:00:00.000000000,28.0,28.921875,5.463928571428572,5.354107142857143,29.053571428571427,7.746696428571428,36.955357142857146,112,180000.0,1600.0,67.197,452.29374999999993,8.0
107,9104.0,6.95,24.94,15.439,0.315,True,21973.0,2021-06-01 12:00:00.000000000,28.041071428571428,29.066964285714285,5.367053571428571,5.240089285714285,26.464285714285715,7.719732142857143,38.61607142857143,112,247000.0,2000.0,55.38525,623.64875,8.0
108,9105.0,4.9,18.28,11.937,0.235,True,21974.0,2021-06-01 12:00:00.000000000,28.22232142857143,29.113482142857144,5.2993749999999995,5.731071428571428,27.205357142857142,7.750089285714286,38.04642857142857,112,309475.0,2500.0,69.71225,635.13375,8.0
109,9106.0,3.63,17.6,10.577,0.231,False,21975.0,2021-06-02 00:00:00.000000000,28.04954954954955,31.33981981981982,5.352162162162163,5.289729729729729,27.17117117117117,7.745225225225226,42.24324324324324,111,247500.0,2000.0,80.6955,470.50750000000005,8.0
110,9399.0,4.08,4.54,4.26,0.018,True,19378.0,2021-06-09 21:12:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,70,120000.0,1000.0,243.0,34.4,5.0
111,9545.0,8.39,14.16,10.785,0.391,True,22914.0,2021-05-23 06:00:00.000000000,29.704166666666666,31.1125,4.97,5.5925,30.791666666666668,8.095833333333333,38.0,68,257400.0,1526.0,74.2,167.018,5.0
112,9877.0,8.26,8.26,8.26,0.106,True,21899.0,2021-06-22 05:52:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,60,125000.0,2000.0,135.5,410.0,2.0
113,9921.0,4.54,5.4,4.97,0.164,True,19381.0,2021-06-24 13:31:38.181818112,28.0,30.0,4.97,5.64,23.0,7.9,38.0,65,70000.0,725.0,195.0,51.0,2.0
114,9989.0,3.4,11.2,7.35,0.281,True,23700.0,2021-06-24 20:34:17.142857216,28.0,30.0,4.97,5.64,23.0,7.9,38.0,94,60000.0,1000.0,107.66666666666667,206.66666666666666,3.0
115,9993.0,17.2,18.4,17.733,0.2,True,23679.0,2021-07-18 12:59:00.983606528,28.0,30.0,4.97,5.64,23.0,7.9,38.0,96,100000.0,2500.0,61.666666666666664,457.5,3.0
116,9998.0,3.6,8.8,6.883,0.281,True,23697.0,2021-06-11 01:02:36.521739008,28.0,30.0,4.97,5.64,23.0,7.9,38.0,79,75000.0,1000.0,53.0,210.0,1.0
117,10000.0,4.4,4.4,4.4,0.267,True,23692.0,2021-06-03 18:51:25.714285824,28.0,30.0,4.97,5.64,23.0,7.9,38.0,48,100000.0,1000.0,220.0,360.0,1.0
118,10004.0,4.4,4.4,4.4,0.55,True,23668.0,2021-07-03 14:24:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,118,210000.0,3700.0,63.52625,554.3125,8.0
119,10005.0,5.0,5.0,5.0,0.114,True,23669.0,2021-06-09 11:25:42.857142784,28.0,30.0,4.97,5.64,23.0,7.9,38.0,86,75000.0,1000.0,63.6,380.3333333333333,3.0
120,10009.0,5.6,5.6,5.6,0.15,True,23631.0,2021-06-08 02:31:34.736841984,28.0,30.0,4.97,5.64,23.0,7.8999999999999995,38.0,52,100000.0,1200.0,157.0,808.0,1.0
121,10010.0,11.0,28.0,19.675,0.398,True,23632.0,2021-08-17 01:22:17.142857216,28.0,30.0,4.97,5.64,23.0,7.9,38.0,119,100000.0,900.0,78.83333333333333,322.0,6.0
122,10027.0,4.5,4.5,4.5,0.079,True,23696.0,2021-06-22 04:34:17.142857216,28.0,30.0,4.97,5.64,23.0,7.9,38.0,82,30000.0,300.0,135.0,125.0,2.0
123,10031.0,12.32,17.15,14.735,0.187,True,23699.0,2021-07-01 14:24:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,97,50000.0,1020.0,98.675,204.125,4.0
124,10042.0,9.0,9.0,9.0,0.133,True,23633.0,2021-07-26 00:51:25.714285824,28.0,30.0,4.97,5.64,23.0,7.9,38.0,109,180000.0,2200.0,71.4,705.0,5.0
125,10043.0,8.47,8.47,8.47,0.112,True,23634.0,2021-07-04 15:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,110,120000.0,1400.0,76.2,435.4,5.0
126,10044.0,5.5,15.03,8.976,0.284,True,23765.0,2021-08-08 00:00:00.000000000,28.0,30.0,4.97,5.64,23.0,7.8999999999999995,38.0,120,110000.0,1200.0,57.416666666666664,411.5,6.0
127,10046.0,11.2,17.8,14.625,0.319,True,23693.0,2021-07-10 06:30:00.000000000,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,78,40000.0,1000.0,76.0,150.23333333333335,3.0
128,10070.0,1.22,41.35,18.041,0.366,True,20889.0,2021-07-21 04:30:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,136,320000.0,2000.0,41.28,933.46,6.0
129,10071.0,1.51,44.67,19.49,0.393,True,20890.0,2021-07-21 14:24:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,137,320000.0,2000.0,38.678333333333335,862.6633333333334,6.0
130,10072.0,1.42,43.35,18.26,0.377,True,20891.0,2021-07-21 20:48:00.000000000,28.0,30.0,4.97,5.64,23.0,7.9,38.0,136,320000.0,2000.0,39.41,900.9216666666666,6.0
131,10191.0,5.61,15.38,10.027,0.295,True,30535.0,2021-07-13 16:25:15.789473792,27.894736842105264,30.0,4.97,5.64,22.736842105263158,7.842105263157895,38.0,74,50000.0,100.0,87.77666666666666,73.33333333333333,3.0
132,10195.0,4.5,33.58,17.689,0.423,True,24013.0,2021-08-17 03:13:10.243902464,28.0,30.0,4.97,5.64,23.0,7.900000000000001,38.0,113,100000.0,1000.0,50.666666666666664,237.16499999999996,6.0
